DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AW1,REM
01-01T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0064,1","-0071,1","99999,9",,SYN042AAXX  01001 02602 45/// /0501 11064 21071;
01-01T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0069,1","-0077,1","99999,9",,SYN042AAXX  01031 02602 45/// /0501 11069 21077;
01-01T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0061,1","-0069,1","99999,9",,SYN042AAXX  01061 02602 45/// /0502 11061 21069;
01-01T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0052,1","-0060,1","99999,9",,SYN042AAXX  01091 02602 45/// /0501 11052 21060;
01-01T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0042,1","-0050,1","99999,9",,SYN042AAXX  01121 02602 45/// /0501 11042 21050;
01-01T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0031,1","-0039,1","99999,9",,SYN042AAXX  01151 02602 45/// /0502 11031 21039;
01-01T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0038,1","-0046,1","99999,9",,SYN042AAXX  01181 02602 45/// /0501 11038 21046;
01-01T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0038,1","-0046,1","99999,9",,SYN042AAXX  01211 02602 45/// /0501 11038 21046;
01-02T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0033,1","-0041,1","99999,9",,SYN042AAXX  02001 02602 45/// /3602 11033 21041;
01-02T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0049,1","-0063,1","99999,9",,SYN042AAXX  02031 02602 45/// /3602 11049 21063;
01-02T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0061,1","-0072,1","99999,9",,SYN042AAXX  02061 02602 45/// /3601 11061 21072;
01-02T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0056,1","-0071,1","99999,9",,SYN042AAXX  02091 02602 45/// /3601 11056 21071;
01-02T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0033,1","-0060,1","99999,9",,SYN042AAXX  02121 02602 45/// /3603 11033 21060;
01-02T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0047,1","-0062,1","99999,9",,SYN042AAXX  02151 02602 45/// /3602 11047 21062;
01-02T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0054,1","-0072,1","99999,9",,SYN042AAXX  02181 02602 45/// /0502 11054 21072;
01-02T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0066,1","-0076,1","99999,9",,SYN042AAXX  02211 02602 45/// /0502 11066 21076;
01-03T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0099,1","-0108,1","99999,9",,SYN042AAXX  03001 02602 45/// /0000 11099 21108;
01-03T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0098,1","-0107,1","99999,9",,SYN042AAXX  03031 02602 45/// /0000 11098 21107;
01-03T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0106,1","-0115,1","99999,9",,SYN042AAXX  03061 02602 45/// /2301 11106 21115;
01-03T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0072,1","-0082,1","99999,9",,SYN042AAXX  03091 02602 45/// /0000 11072 21082;
01-03T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0040,1","-0060,1","99999,9",,SYN042AAXX  03121 02602 45/// /1801 11040 21060;
01-03T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0053,1","-0067,1","99999,9",,SYN042AAXX  03151 02602 45/// /2301 11053 21067;
01-03T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0047,1","-0065,1","99999,9",,SYN042AAXX  03181 02602 45/// /2302 11047 21065;
01-03T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0037,1","-0057,1","99999,9",,SYN042AAXX  03211 02602 45/// /1802 11037 21057;
01-04T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0037,1","-0056,1","99999,9",,SYN042AAXX  04001 02602 45/// /1803 11037 21056;
01-04T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0037,1","-0060,1","99999,9",,SYN042AAXX  04031 02602 45/// /1803 11037 21060;
01-04T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0042,1","-0072,1","99999,9",,SYN042AAXX  04061 02602 45/// /1804 11042 21072;
01-04T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0043,1","-0076,1","99999,9",,SYN042AAXX  04091 02602 45/// /1803 11043 21076;
01-04T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0029,1","-0074,1","99999,9",,SYN042AAXX  04121 02602 45/// /1804 11029 21074;
01-04T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0042,1","-0080,1","99999,9",,SYN042AAXX  04151 02602 45/// /1801 11042 21080;
01-04T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0048,1","-0085,1","99999,9",,SYN042AAXX  04181 02602 45/// /2302 11048 21085;
01-04T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0056,1","-0074,1","99999,9",,SYN042AAXX  04211 02602 45/// /3601 11056 21074;
01-05T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0082,1","-0092,1","99999,9",,SYN042AAXX  05001 02602 45/// /1801 11082 21092;
01-05T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0092,1","-0100,1","99999,9",,SYN042AAXX  05031 02602 45/// /1801 11092 21100;
01-05T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0099,1","-0107,1","99999,9",,SYN042AAXX  05061 02602 45/// /1801 11099 21107;
01-05T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0082,1","-0091,1","99999,9",,SYN042AAXX  05091 02602 45/// /1801 11082 21091;
01-05T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0027,1","-0075,1","99999,9",,SYN042AAXX  05121 02602 45/// /1802 11027 21075;
01-05T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0061,1","-0085,1","99999,9",,SYN042AAXX  05151 02602 45/// /0000 11061 21085;
01-05T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0053,1","-0082,1","99999,9",,SYN042AAXX  05181 02602 45/// /2301 11053 21082;
01-05T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0051,1","-0078,1","99999,9",,SYN042AAXX  05211 02602 45/// /1803 11051 21078;
01-06T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0059,1","-0094,1","99999,9",,SYN042AAXX  06001 02602 45/// /1803 11059 21094;
01-06T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,N,1","-0054,1","-0094,1","99999,9",,SYN042AAXX  06031 02602 45/// /1805 11054 21094;
01-06T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0070,1","99999,9,9,N","999999,9,N,1","-0042,1","-0093,1","99999,9",,SYN042AAXX  06061 02602 45/// /1807 11042 21093;
01-06T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0032,1","-0085,1","99999,9",,SYN042AAXX  06091 02602 45/// /1806 11032 21085;
01-06T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0020,1","-0076,1","99999,9",,SYN042AAXX  06121 02602 45/// /1806 11020 21076;
01-06T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0016,1","-0071,1","99999,9",,SYN042AAXX  06151 02602 45/// /1806 11016 21071;
01-06T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0070,1","99999,9,9,N","999999,9,N,1","-0018,1","-0031,1","99999,9","70,1",SYN048AAXX  06181 02602 47/// /1807 11018 21031 770//;
01-06T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0070,1","99999,9,9,N","999999,9,N,1","-0022,1","-0029,1","99999,9","70,1",SYN048AAXX  06211 02602 47/// /1807 11022 21029 770//;
01-07T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0022,1","-0029,1","99999,9","70,1",SYN048AAXX  07001 02602 47/// /1806 11022 21029 770//;
01-07T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0015,1","-0022,1","99999,9",,SYN042AAXX  07031 02602 45/// /1804 11015 21022;
01-07T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0004,1","-0011,1","99999,9",,SYN042AAXX  07061 02602 45/// /1802 11004 21011;
01-07T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0007,1","+0000,1","99999,9",,SYN042AAXX  07091 02602 45/// /2301 10007 20000;
01-07T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0017,1","+0010,1","99999,9",,SYN042AAXX  07121 02602 45/// /2301 10017 20010;
01-07T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0014,1","+0007,1","99999,9",,SYN042AAXX  07151 02602 45/// /0000 10014 20007;
01-07T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0011,1","+0004,1","99999,9",,SYN042AAXX  07181 02602 45/// /0000 10011 20004;
01-07T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0016,1","+0009,1","99999,9",,SYN042AAXX  07211 02602 45/// /0000 10016 20009;
01-08T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","+0003,1","-0004,1","99999,9",,SYN042AAXX  08001 02602 45/// /0000 10003 21004;
01-08T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0013,1","-0020,1","99999,9",,SYN042AAXX  08031 02602 45/// /1801 11013 21020;
01-08T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0011,1","-0018,1","99999,9",,SYN042AAXX  08061 02602 45/// /0000 11011 21018;
01-08T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0000,1","-0007,1","99999,9",,SYN042AAXX  08091 02602 45/// /1802 10000 21007;
01-08T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0006,1","-0001,1","99999,9",,SYN042AAXX  08121 02602 45/// /1802 10006 21001;
01-08T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0010,1","+0003,1","99999,9",,SYN042AAXX  08151 02602 45/// /1802 10010 20003;
01-08T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0009,1","+0002,1","99999,9",,SYN042AAXX  08181 02602 45/// /1803 10009 20002;
01-08T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0008,1","-0003,1","99999,9",,SYN042AAXX  08211 02602 45/// /1803 10008 21003;
01-09T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0000,1","-0012,1","99999,9",,SYN042AAXX  09001 02602 45/// /1802 10000 21012;
01-09T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0000,1","-0014,1","99999,9",,SYN042AAXX  09061 02602 45/// /1801 10000 21014;
01-09T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0002,1","-0015,1","99999,9",,SYN042AAXX  09091 02602 45/// /1801 10002 21015;
01-09T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0000,1","-0026,1","99999,9",,SYN042AAXX  09121 02602 45/// /2301 10000 21026;
01-09T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0003,1","-0024,1","99999,9",,SYN042AAXX  09151 02602 45/// /2301 11003 21024;
01-09T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0004,1","-0019,1","99999,9",,SYN042AAXX  09181 02602 45/// /0501 11004 21019;
01-09T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"090,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0014,1","-0033,1","99999,9",,SYN042AAXX  09211 02602 45/// /0901 11014 21033;
01-10T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"090,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0017,1","-0028,1","99999,9",,SYN042AAXX  10001 02602 45/// /0902 11017 21028;
01-10T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0023,1","-0055,1","99999,9",,SYN042AAXX  10031 02602 45/// /0501 11023 21055;
01-10T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"090,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0027,1","-0061,1","99999,9",,SYN042AAXX  10061 02602 45/// /0902 11027 21061;
01-10T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0025,1","-0058,1","99999,9",,SYN042AAXX  10091 02602 45/// /0501 11025 21058;
01-10T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0018,1","-0061,1","99999,9",,SYN042AAXX  10121 02602 45/// /2701 11018 21061;
01-10T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0020,1","-0067,1","99999,9",,SYN042AAXX  10151 02602 45/// /2301 11020 21067;
01-10T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0026,1","-0063,1","99999,9",,SYN042AAXX  10181 02602 45/// /1802 11026 21063;
01-10T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0025,1","-0057,1","99999,9",,SYN042AAXX  10211 02602 45/// /1803 11025 21057;
01-11T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,N,1","-0017,1","-0044,1","99999,9","61,1",SYN048AAXX  11001 02602 47/// /1805 11017 21044 740//;
01-11T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0009,1","-0020,1","99999,9",,SYN042AAXX  11031 02602 45/// /1806 11009 21020;
01-11T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0070,1","99999,9,9,N","999999,9,N,1","-0008,1","-0026,1","99999,9",,SYN042AAXX  11061 02602 45/// /1807 11008 21026;
01-11T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0070,1","99999,9,9,N","999999,9,N,1","-0010,1","-0017,1","99999,9",,SYN042AAXX  11091 02602 45/// /1807 11010 21017;
01-11T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0070,1","99999,9,9,N","999999,9,N,1","-0001,1","-0012,1","99999,9",,SYN042AAXX  11121 02602 45/// /1807 11001 21012;
01-11T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,N,1","+0004,1","-0007,1","99999,9",,SYN042AAXX  11151 02602 45/// /1805 10004 21007;
01-11T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,N,1","+0008,1","+0001,1","99999,9","61,1",SYN048AAXX  11181 02602 47/// /1805 10008 20001 740//;
01-11T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,N,1","+0005,1","-0001,1","99999,9","60,1",SYN048AAXX  11211 02602 47/// /1805 10005 21001 760//;
01-12T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0021,1","+0015,1","99999,9",,SYN042AAXX  12001 02602 45/// /2301 10021 20015;
01-12T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0017,1","+0011,1","99999,9",,SYN042AAXX  12031 02602 45/// /1802 10017 20011;
01-12T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0018,1","+0011,1","99999,9",,SYN042AAXX  12091 02602 45/// /1803 10018 20011;
01-12T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0025,1","+0018,1","99999,9","61,1",SYN048AAXX  12121 02602 47/// /1803 10025 20018 740//;
01-12T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0031,1","+0024,1","99999,9",,SYN042AAXX  12151 02602 45/// /1802 10031 20024;
01-12T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0027,1","+0020,1","99999,9",,SYN042AAXX  12181 02602 45/// /2302 10027 20020;
01-12T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0022,1","+0015,1","99999,9",,SYN042AAXX  12211 02602 45/// /1803 10022 20015;
01-13T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0023,1","+0016,1","99999,9",,SYN042AAXX  13001 02602 45/// /1803 10023 20016;
01-13T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0023,1","+0016,1","99999,9",,SYN042AAXX  13031 02602 45/// /1803 10023 20016;
01-13T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0016,1","+0009,1","99999,9",,SYN042AAXX  13061 02602 45/// /1803 10016 20009;
01-13T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0017,1","+0010,1","99999,9",,SYN042AAXX  13091 02602 45/// /1803 10017 20010;
01-13T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0015,1","+0008,1","99999,9",,SYN042AAXX  13121 02602 45/// /1802 10015 20008;
01-13T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0016,1","+0009,1","99999,9",,SYN042AAXX  13151 02602 45/// /1802 10016 20009;
01-13T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0006,1","+0000,1","99999,9","70,1",SYN048AAXX  13181 02602 47/// /2701 10006 20000 770//;
01-13T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0005,1","-0001,1","99999,9",,SYN042AAXX  13211 02602 45/// /1801 10005 21001;
01-14T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"140,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0003,1","-0003,1","99999,9","70,1",SYN048AAXX  14001 02602 47/// /1401 10003 21003 770//;
01-14T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0002,1","-0004,1","99999,9","70,1",SYN048AAXX  14031 02602 47/// /0502 10002 21004 770//;
01-14T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0000,1","-0006,1","99999,9","70,1",SYN048AAXX  14061 02602 47/// /3601 10000 21006 770//;
01-14T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0002,1","-0005,1","99999,9","70,1",SYN048AAXX  14091 02602 47/// /3602 10002 21005 770//;
01-14T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0008,1","+0001,1","99999,9",,SYN042AAXX  14121 02602 45/// /3601 10008 20001;
01-14T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0008,1","+0001,1","99999,9","70,1",SYN048AAXX  14151 02602 47/// /3601 10008 20001 770//;
01-14T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0003,1","-0009,1","99999,9",,SYN042AAXX  14181 02602 45/// /3601 11003 21009;
