DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,AW1,MW1,REM,EQD
01-05T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0063,1","-0070,1","99999,9",,,SYN042AAXX  05121 02602 45/// /1803 11063 21070;,
01-05T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0061,1","-0068,1","99999,9","70,1",,SYN048AAXX  05151 02602 47/// /2701 11061 21068 770//;,
01-05T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"090,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0088,1","-0095,1","99999,9",,,SYN042AAXX  05181 02602 46/// /0904 11088 21095;,
01-05T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"090,1,N,0040,1","99999,9,9,N","999999,9,N,1","-0088,1","-0095,1","99999,9","70,1",,SYN048AAXX  05211 02602 47/// /0904 11088 21095 770//;,
01-06T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0095,1","-0102,1","99999,9","70,1",,SYN048AAXX  06001 02602 47/// /0503 11095 21102 770//;,
01-06T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0107,1","-0114,1","99999,9",,,SYN042AAXX  06031 02602 45/// /0503 11107 21114;,
01-06T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0125,1","-0132,1","99999,9",,,SYN042AAXX  06061 02602 45/// /0502 11125 21132;,
01-06T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0126,1","-0134,1","99999,9",,,SYN042AAXX  06091 02602 45/// /0502 11126 21134;,
01-06T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0102,1","-0115,1","99999,9",,,SYN042AAXX  06121 02602 45/// /0501 11102 21115;,
01-06T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0121,1","-0131,1","99999,9",,,SYN042AAXX  06151 02602 45/// /0501 11121 21131;,
01-06T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0181,1","-0189,1","99999,9",,,SYN042AAXX  06181 02602 45/// /2301 11181 21189;,
01-06T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0146,1","-0154,1","99999,9",,,SYN042AAXX  06211 02602 45/// /2301 11146 21154;,
01-07T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0086,1","-0093,1","99999,9","70,1",,SYN048AAXX  07001 02602 47/// /1801 11086 21093 770//;,
01-07T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0080,1","-0087,1","99999,9","70,1",,SYN048AAXX  07031 02602 47/// /1801 11080 21087 770//;,
01-07T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0052,1","-0060,1","99999,9",,,SYN042AAXX  07061 02602 45/// /2701 11052 21060;,
01-07T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0036,1","-0043,1","99999,9",,,SYN042AAXX  07091 02602 46/// /0000 11036 21043;,
01-07T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0020,1","-0028,1","99999,9",,,SYN042AAXX  07121 02602 46/// /3601 11020 21028;,
01-07T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0020,1","-0028,1","99999,9",,,SYN042AAXX  07151 02602 45/// /3601 11020 21028;,
01-07T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0043,1","-0050,1","99999,9",,,SYN042AAXX  07181 02602 45/// /3601 11043 21050;,
01-07T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0105,1","-0112,1","99999,9",,,SYN042AAXX  07211 02602 45/// /1801 11105 21112;,
01-08T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0119,1","-0126,1","99999,9",,,SYN042AAXX  08001 02602 45/// /1801 11119 21126;,
01-08T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0112,1","-0119,1","99999,9",,,SYN042AAXX  08031 02602 45/// /1801 11112 21119;,
01-08T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0106,1","-0113,1","99999,9",,,SYN042AAXX  08061 02602 45/// /1801 11106 21113;,
01-08T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0082,1","-0088,1","99999,9",,,SYN042AAXX  08091 02602 45/// /0000 11082 21088;,
01-08T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0065,1","-0071,1","99999,9",,,SYN042AAXX  08151 02602 45/// /0000 11065 21071;,
01-08T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0041,1","-0047,1","99999,9",,,SYN042AAXX  08181 02602 45/// /1801 11041 21047;,
01-08T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0042,1","-0049,1","99999,9",,,SYN042AAXX  08211 02602 45/// /1801 11042 21049;,
01-09T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0041,1","-0048,1","99999,9",,,SYN042AAXX  09001 02602 45/// /1801 11041 21048;,
01-09T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0039,1","-0046,1","99999,9",,,SYN042AAXX  09031 02602 45/// /1801 11039 21046;,
01-09T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0030,1","-0037,1","99999,9",,,SYN042AAXX  09061 02602 45/// /0000 11030 21037;,
01-09T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0029,1","-0035,1","99999,9",,,SYN042AAXX  09091 02602 45/// /0000 11029 21035;,
01-09T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0045,1","-0051,1","99999,9",,,SYN042AAXX  09121 02602 45/// /1801 11045 21051;,
01-09T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0032,1","-0038,1","99999,9",,,SYN042AAXX  09151 02602 45/// /0000 11032 21038;,
01-09T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0029,1","-0035,1","99999,9",,,SYN042AAXX  09181 02602 45/// /0000 11029 21035;,
01-09T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0024,1","-0030,1","99999,9",,,SYN042AAXX  09211 02602 45/// /3601 11024 21030;,
01-10T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0025,1","-0031,1","99999,9",,,SYN042AAXX  10001 02602 45/// /3602 11025 21031;,
01-10T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0032,1","-0038,1","99999,9",,,SYN042AAXX  10031 02602 45/// /3602 11032 21038;,
01-10T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"360,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0043,1","-0049,1","99999,9",,,SYN042AAXX  10061 02602 45/// /3601 11043 21049;,
01-10T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0073,1","-0079,1","99999,9",,,SYN042AAXX  10091 02602 45/// /0502 11073 21079;,
01-10T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0065,1","-0071,1","99999,9",,,SYN042AAXX  10121 02602 45/// /0502 11065 21071;,
01-10T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0080,1","-0086,1","99999,9",,,SYN042AAXX  10151 02602 45/// /0501 11080 21086;,
01-10T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0122,1","-0128,1","99999,9",,,SYN042AAXX  10181 02602 45/// /0000 11122 21128;,
01-11T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0154,1","-0160,1","99999,9",,,SYN042AAXX  11001 02602 45/// /1801 11154 21160;,
01-11T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0151,1","-0158,1","99999,9",,,SYN042AAXX  11031 02602 45/// /1801 11151 21158;,
01-11T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0087,1","-0094,1","99999,9",,,SYN042AAXX  11091 02602 45/// /1803 11087 21094;,
01-11T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0045,1","-0052,1","99999,9",,,SYN042AAXX  11121 02602 45/// /1803 11045 21052;,
01-11T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0018,1","-0025,1","99999,9",,,SYN042AAXX  11151 02602 45/// /1803 11018 21025;,
01-11T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0002,1","-0005,1","99999,9",,,SYN042AAXX  11181 02602 45/// /2302 10002 21005;,
01-11T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0008,1","+0001,1","99999,9",,,SYN042AAXX  11211 02602 45/// /2302 10008 20001;,
01-12T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0016,1","+0009,1","99999,9",,,SYN042AAXX  12001 02602 45/// /2302 10016 20009;,
01-12T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0023,1","+0016,1","99999,9",,,SYN042AAXX  12031 02602 45/// /2702 10023 20016;,
01-12T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0025,1","+0018,1","99999,9",,,SYN042AAXX  12061 02602 45/// /2701 10025 20018;,
01-12T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"320,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0023,1","+0016,1","99999,9",,,SYN042AAXX  12091 02602 45/// /3201 10023 20016;,
01-12T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"270,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0026,1","+0019,1","99999,9",,,SYN042AAXX  12121 02602 45/// /2701 10026 20019;,
01-12T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0010,1","+0002,1","99999,9",,,SYN042AAXX  12181 02602 45/// /1803 10010 20002;,
01-12T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0016,1","+0008,1","99999,9",,,SYN042AAXX  12211 02602 45/// /2303 10016 20008;,
01-14T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0018,1","+0010,1","99999,9",,,SYN042AAXX  14001 02602 45/// /1803 10018 20010;,
01-14T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0040,1","99999,9,9,N","999999,9,N,1","+0024,1","+0016,1","99999,9","60,1",,SYN048AAXX  14031 02602 47/// /2304 10024 20016 760//;,
01-14T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0042,1","+0035,1","99999,9","60,1",,SYN048AAXX  14061 02602 47/// /2302 10042 20035 760//;,
01-14T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0042,1","+0035,1","99999,9",,,SYN042AAXX  14091 02602 45/// /2302 10042 20035;,
01-14T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0038,1","+0031,1","99999,9",,,SYN042AAXX  14121 02602 45/// /2302 10038 20031;,
01-14T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"180,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0037,1","+0030,1","99999,9",,,SYN042AAXX  14151 02602 45/// /1802 10037 20030;,
01-14T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0041,1","+0032,1","99999,9",,,SYN042AAXX  14181 02602 45/// /2301 10041 20032;,
01-14T21:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0043,1","+0035,1","99999,9","70,1",,SYN048AAXX  14211 02602 47/// /2301 10043 20035 770//;,
01-15T00:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0042,1","+0034,1","99999,9","70,1",,SYN048AAXX  15001 02602 47/// /2302 10042 20034 770//;,
01-15T03:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0035,1","+0028,1","99999,9",,,SYN042AAXX  15031 02602 45/// /2302 10035 20028;,
01-15T06:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0036,1","+0029,1","99999,9",,,SYN042AAXX  15061 02602 45/// /2302 10036 20029;,
01-15T09:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0039,1","+0032,1","99999,9",,,SYN042AAXX  15091 02602 45/// /2302 10039 20032;,
01-15T12:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0040,1","99999,9,9,N","999999,9,N,1","+0039,1","+0030,1","99999,9",,,SYN042AAXX  15121 02602 45/// /2304 10039 20030;,
01-15T15:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0040,1","99999,9,9,N","999999,9,N,1","+0039,1","+0030,1","99999,9",,,SYN042AAXX  15151 02602 45/// /2304 10039 20030;,
01-15T18:00:00,4,56.4,12.95,140.0,"HALLANDSASEN, SW",FM-12,99999,V020,"230,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0040,1","+0031,1","99999,9",,,SYN042AAXX  15181 02602 45/// /2303 10040 20031;,
