DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,MA1,REM,EQD
01-06T09:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0031,1","+9999,9","99999,9","99999,9,09683,1",SYN054AAXX  06091 89266 46/// /0601 11031 39683 4//// 5////;,
01-06T10:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0026,1","+9999,9","99999,9",,SYN048AAXX  0610/ 89266 46/// ///// 11026 4//// 5////;,
01-06T12:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0013,1","+9999,9","99999,9","99999,9,09686,1",SYN054AAXX  06121 89266 46/// /0502 11013 39686 4//// 5////;,
01-06T13:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","99999,9,09688,1",SYN054AAXX  06131 89266 46/// /0602 10000 39688 4//// 5////;,
01-06T15:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"100,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0003,1","+9999,9","99999,9","99999,9,09690,1",SYN054AAXX  06151 89266 46/// /1003 11003 39690 4//// 5////;,
01-06T17:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0000,1","+9999,9","99999,9","99999,9,09690,1",SYN054AAXX  06171 89266 46/// /0602 10000 39690 4//// 5////;,
01-06T18:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0011,1","+9999,9","99999,9","99999,9,09696,1",SYN054AAXX  06181 89266 46/// /0602 10011 39696 4//// 5////;,
01-06T19:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+9999,9","+9999,9","99999,9",,SYN042AAXX  06191 89266 46/// ///02 4//// 5////;,
01-06T20:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"070,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0003,1","+9999,9","99999,9","99999,9,09702,1",SYN054AAXX  06201 89266 46/// /0701 11003 39702 4//// 5////;,
01-06T21:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"080,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0008,1","+9999,9","99999,9","99999,9,09703,1",SYN054AAXX  06211 89266 46/// /0801 11008 39703 4//// 5////;,
01-06T22:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"070,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0008,1","+9999,9","99999,9","99999,9,09705,1",SYN054AAXX  06221 89266 46/// /0701 11008 39705 4//// 5////;,
01-06T23:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"070,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0013,1","+9999,9","99999,9","99999,9,09706,1",SYN054AAXX  06231 89266 46/// /0701 11013 39706 4//// 5////;,
01-07T00:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0024,1","+9999,9","99999,9","99999,9,09708,1",SYN054AAXX  07001 89266 46/// /07// 11024 39708 4//// 5////;,
01-07T01:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0029,1","+9999,9","99999,9","99999,9,09708,1",SYN054AAXX  07011 89266 46/// /06// 11029 39708 4//// 5////;,
01-07T02:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0034,1","+9999,9","99999,9","99999,9,09709,1",SYN054AAXX  07021 89266 46/// /04// 11034 39709 4//// 5////;,
01-07T03:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0035,1","+9999,9","99999,9","99999,9,09709,1",SYN054AAXX  07031 89266 46/// /04// 11035 39709 4//// 5////;,
01-07T04:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0035,1","+9999,9","99999,9","99999,9,09710,1",SYN054AAXX  07041 89266 46/// /04// 11035 39710 4//// 5////;,
01-07T05:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"330,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0041,1","+9999,9","99999,9","99999,9,09711,1",SYN054AAXX  07051 89266 46/// /3301 11041 39711 4//// 5////;,
01-07T06:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"330,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0038,1","+9999,9","99999,9","99999,9,09710,1",SYN054AAXX  07061 89266 46/// /3301 11038 39710 4//// 5////;,
01-07T07:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"320,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0036,1","+9999,9","99999,9","99999,9,09711,1",SYN054AAXX  07071 89266 46/// /3201 11036 39711 4//// 5////;,
01-07T08:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0033,1","+9999,9","99999,9","99999,9,09713,1",SYN054AAXX  07081 89266 46/// /33// 11033 39713 4//// 5////;,
01-07T09:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"350,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0033,1","+9999,9","99999,9","99999,9,09714,1",SYN054AAXX  07091 89266 46/// /3501 11033 39714 4//// 5////;,
01-07T10:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+9999,9","+9999,9","99999,9",,SYN042AAXX  07101 89266 46/// /35// 4//// 5////;,
01-07T11:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+9999,9","+9999,9","99999,9",,SYN042AAXX  07111 89266 46/// ///01 4//// 5////;,
01-07T14:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"360,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0011,1","+9999,9","99999,9","99999,9,09721,1",SYN054AAXX  07141 89266 46/// /3602 10011 39721 4//// 5////;,
01-07T16:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0010,1","+9999,9","99999,9","99999,9,09723,1",SYN054AAXX  07161 89266 46/// /0103 10010 39723 4//// 5////;,
01-07T18:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0013,1","+9999,9","99999,9","99999,9,09722,1",SYN054AAXX  07181 89266 46/// /0103 10013 39722 4//// 5////;,
01-07T19:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"020,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0005,1","+9999,9","99999,9","99999,9,09724,1",SYN054AAXX  07191 89266 46/// /0203 10005 39724 4//// 5////;,
01-07T20:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"030,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0006,1","+9999,9","99999,9","99999,9,09725,1",SYN054AAXX  07201 89266 46/// /0303 10006 39725 4//// 5////;,
01-07T21:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"020,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0011,1","+9999,9","99999,9","99999,9,09726,1",SYN054AAXX  07211 89266 46/// /0202 10011 39726 4//// 5////;,
01-07T22:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0024,1","+9999,9","99999,9","99999,9,09727,1",SYN054AAXX  07221 89266 46/// /0101 10024 39727 4//// 5////;,
01-07T23:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0018,1","+9999,9","99999,9","99999,9,09727,1",SYN054AAXX  07231 89266 46/// ///02 11018 39727 4//// 5////;,
01-08T00:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0024,1","+9999,9","99999,9","99999,9,09727,1",SYN054AAXX  08001 89266 46/// ///02 11024 39727 4//// 5////;,
01-08T01:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0026,1","+9999,9","99999,9",,SYN048AAXX  0801/ 89266 46/// ///// 11026 4//// 5////;,
01-08T03:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0029,1","+9999,9","99999,9","99999,9,09725,1",SYN054AAXX  08031 89266 46/// /0101 11029 39725 4//// 5////;,
01-08T04:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9","99999,9,09724,1",SYN054AAXX  08041 89266 46/// /01// 11025 39724 4//// 5////;,
01-08T05:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9",,SYN048AAXX  08051 89266 46/// /02// 11025 4//// 5////;,
01-08T06:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9","99999,9,09723,1",SYN054AAXX  08061 89266 46/// /0200 11025 39723 4//// 5////;,
01-08T07:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"050,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0024,1","+9999,9","99999,9","99999,9,09725,1",SYN054AAXX  08071 89266 46/// /0501 11024 39725 4//// 5////;,
01-08T08:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"030,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9","99999,9,09727,1",SYN054AAXX  08081 89266 46/// /0301 11025 39727 4//// 5////;,
01-08T12:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0045,1","+9999,9","99999,9","99999,9,09733,1",SYN054AAXX  08121 89266 46/// /02// 10045 39733 4//// 5////;,
01-08T13:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0040,1","+9999,9","99999,9","99999,9,09734,1",SYN054AAXX  08131 89266 46/// /07// 10040 39734 4//// 5////;,
01-08T15:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"110,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0045,1","+9999,9","99999,9","99999,9,09734,1",SYN054AAXX  08151 89266 46/// /1101 10045 39734 4//// 5////;,
01-08T16:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"100,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0035,1","+9999,9","99999,9","99999,9,09733,1",SYN054AAXX  08161 89266 46/// /1001 10035 39733 4//// 5////;,
01-08T18:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"080,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0045,1","+9999,9","99999,9","99999,9,09733,1",SYN054AAXX  08181 89266 46/// /0801 10045 39733 4//// 5////;,
01-08T20:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0030,1","+9999,9","99999,9","99999,9,09732,1",SYN054AAXX  08201 89266 46/// /0601 10030 39732 4//// 5////;,
01-08T21:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0010,1","+9999,9","99999,9","99999,9,09729,1",SYN054AAXX  08211 89266 46/// /0602 10010 39729 4//// 5////;,
01-08T22:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0005,1","+9999,9","99999,9","99999,9,09729,1",SYN054AAXX  08221 89266 46/// /0502 10005 39729 4//// 5////;,
01-08T23:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0008,1","+9999,9","99999,9","99999,9,09726,1",SYN054AAXX  08231 89266 46/// /0602 11008 39726 4//// 5////;,
01-09T00:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"060,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0010,1","+9999,9","99999,9","99999,9,09725,1",SYN054AAXX  09001 89266 46/// /0602 11010 39725 4//// 5////;,
01-09T01:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0014,1","+9999,9","99999,9","99999,9,09724,1",SYN054AAXX  09011 89266 46/// /0502 11014 39724 4//// 5////;,
01-09T02:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+9999,9","+9999,9","99999,9",,SYN053AAXX  09021 89266 46// /2701 11024 39722 4//// 5////;,
01-09T03:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"250,1,N,0010,1","99999,9,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","99999,9,09723,1",SYN054AAXX  09031 89266 46/// /2501 11020 39723 4//// 5////;,
01-09T04:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"190,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0020,1","+9999,9","99999,9","99999,9,09720,1",SYN054AAXX  09041 89266 46/// /1902 11020 39720 4//// 5////;,
01-09T05:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"190,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9","99999,9,09719,1",SYN054AAXX  09051 89266 46/// /1903 11025 39719 4//// 5////;,
01-09T06:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"180,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0035,1","+9999,9","99999,9","99999,9,09716,1",SYN054AAXX  09061 89266 46/// /1803 11035 39716 4//// 5////;,
01-09T07:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"190,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0034,1","+9999,9","99999,9","99999,9,09714,1",SYN054AAXX  09071 89266 46/// /1903 11034 39714 4//// 5////;,
01-09T08:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"190,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0033,1","+9999,9","99999,9","99999,9,09714,1",SYN054AAXX  09081 89266 46/// /1902 11033 39714 4//// 5////;,
01-09T10:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"200,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0029,1","+9999,9","99999,9","99999,9,09713,1",SYN054AAXX  09101 89266 46/// /2003 11029 39713 4//// 5////;,
01-09T11:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"210,1,N,0030,1","99999,9,9,N","999999,9,N,1","-0021,1","+9999,9","99999,9","99999,9,09710,1",SYN054AAXX  09111 89266 46/// /2103 11021 39710 4//// 5////;,
01-09T13:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0053,1","+9999,9","99999,9","99999,9,09708,1",SYN054AAXX  09131 89266 46/// /20// 10053 39708 4//// 5////;,
01-09T14:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0026,1","+9999,9","99999,9","99999,9,09708,1",SYN054AAXX  09141 89266 46/// /0102 10026 39708 4//// 5////;,
01-09T15:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0028,1","+9999,9","99999,9","99999,9,09707,1",SYN054AAXX  09151 89266 46/// ///02 10028 39707 4//// 5////;,
01-09T16:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0023,1","+9999,9","99999,9","99999,9,09703,1",SYN054AAXX  09161 89266 46/// /0102 10023 39703 4//// 5////;,
01-09T18:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+0006,1","+9999,9","99999,9","99999,9,09699,1",SYN054AAXX  09181 89266 46/// ///04 10006 39699 4//// 5////;,
01-09T20:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"360,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0003,1","+9999,9","99999,9","99999,9,09694,1",SYN054AAXX  09201 89266 46/// /3606 11003 39694 4//// 5////;,
01-09T21:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0009,1","+9999,9","99999,9","99999,9,09690,1",SYN054AAXX  09211 89266 46/// /0106 11009 39690 4//// 5////;,
01-09T23:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"360,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0018,1","+9999,9","99999,9","99999,9,09687,1",SYN054AAXX  09231 89266 46/// /3606 11018 39687 4//// 5////;,
01-10T01:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0023,1","+9999,9","99999,9","99999,9,09682,1",SYN054AAXX  10011 89266 46/// /0106 11023 39682 4//// 5////;,
01-10T02:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0026,1","+9999,9","99999,9","99999,9,09680,1",SYN054AAXX  10021 89266 46/// ///05 11026 39680 4//// 5////;,
01-10T03:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0026,1","+9999,9","99999,9",,SYN048AAXX  1003/ 89266 46/// ///// 11026 4//// 5////;,
01-10T04:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0060,1","99999,9,9,N","999999,9,N,1","-0030,1","+9999,9","99999,9","99999,9,09672,1",SYN054AAXX  10041 89266 46/// /0106 11030 39672 4//// 5////;,
01-10T06:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0050,1","99999,9,9,N","999999,9,N,1","-0030,1","+9999,9","99999,9","99999,9,09666,1",SYN054AAXX  10061 89266 46/// /0105 11030 39666 4//// 5////;,
01-10T07:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0029,1","+9999,9","99999,9","99999,9,09662,1",SYN054AAXX  10071 89266 46/// ///05 11029 39662 4//// 5////;,
01-10T09:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0024,1","+9999,9","99999,9","99999,9,09660,1",SYN054AAXX  10091 89266 46/// ///05 11024 39660 4//// 5////;,
01-10T12:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","-0001,1","+9999,9","99999,9","99999,9,09655,1",SYN054AAXX  10121 89266 46/// ///05 11001 39655 4//// 5////;,
01-10T14:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"010,1,N,0050,1","99999,9,9,N","999999,9,N,1","+0006,1","+9999,9","99999,9","99999,9,09655,1",SYN054AAXX  10141 89266 46/// /0105 10006 39655 4//// 5////;,
01-10T16:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"020,1,N,0030,1","99999,9,9,N","999999,9,N,1","+0015,1","+9999,9","99999,9","99999,9,09657,1",SYN054AAXX  10161 89266 46/// /0203 10015 39657 4//// 5////;,
01-10T17:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"040,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0030,1","+9999,9","99999,9","99999,9,09660,1",SYN054AAXX  10171 89266 46/// /0402 10030 39660 4//// 5////;,
01-10T19:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"090,1,N,0010,1","99999,9,9,N","999999,9,N,1","+0039,1","+9999,9","99999,9","99999,9,09663,1",SYN054AAXX  10191 89266 46/// /0901 10039 39663 4//// 5////;,
01-10T21:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"050,1,N,0020,1","99999,9,9,N","999999,9,N,1","+0013,1","+9999,9","99999,9","99999,9,09665,1",SYN054AAXX  10211 89266 46/// /0502 10013 39665 4//// 5////;,
01-10T23:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,N,1","+9999,9","+9999,9","99999,9",,SYN042AAXX  10231 89266 46/// /07// 4//// 5////;,
01-11T00:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,N,1","-0016,1","+9999,9","99999,9","99999,9,09665,1",SYN054AAXX  11001 89266 46/// /1100 11016 39665 4//// 5////;,
01-11T02:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"160,1,N,0020,1","99999,9,9,N","999999,9,N,1","-0025,1","+9999,9","99999,9","99999,9,09663,1",SYN054AAXX  11021 89266 46/// /1602 11025 39663 4//// 5////;,
01-11T04:00:00,4,-72.2,-60.1666666,115.0,"UNIVERSITY WI ID 8902 BUTLER ISLAND, AY",FM-12,99999,V020,"170,1,N,0050,1","99999,9,9,N","999999,9,N,1","-0029,1","+9999,9","99999,9","99999,9,09660,1",SYN054AAXX  11041 89266 46/// /1705 11029 39660 4//// 5////;,
